county,waterbody,station,deployment_range,sensor_type,sensor_serial_number,timestamp_utc,sensor_depth_at_low_tide_m,sensor_depth_measured_m,dissolved_oxygen_percent_saturation,dissolved_oxygen_percent_saturation_rolling_sd,dissolve_oxygen_flag
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 08:00:00+00:00,5,3.267949192431124,98.26794919243112,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 08:30:00+00:00,5,3.0681483474218645,98.41329331941752,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 09:00:00+00:00,5,3.0,98.58578643762692,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 09:30:00+00:00,5,3.068148347421863,98.78247714198255,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 10:00:00+00:00,5,3.267949192431121,99.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 10:30:00+00:00,5,3.5857864376269037,99.23463313526982,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 11:00:00+00:00,5,3.999999999999997,99.48236190979496,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 11:30:00+00:00,5,4.482361909794955,99.7389476155599,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 12:00:00+00:00,5,4.999999999999999,100.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 12:30:00+00:00,5,5.51763809020504,100.2610523844401,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 13:00:00+00:00,5,5.999999999999998,100.51763809020504,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 13:30:00+00:00,5,6.414213562373093,100.76536686473018,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 14:00:00+00:00,5,6.732050807568876,101.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 14:30:00+00:00,5,6.931851652578136,101.21752285801745,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 15:00:00+00:00,5,7.0,101.41421356237308,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 15:30:00+00:00,5,6.931851652578137,101.58670668058248,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 16:00:00+00:00,5,6.732050807568879,101.73205080756888,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 16:30:00+00:00,5,6.414213562373098,101.84775906502256,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 17:00:00+00:00,5,6.000000000000004,101.93185165257812,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 17:30:00+00:00,5,5.517638090205046,101.9828897227476,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 18:00:00+00:00,5,5.000000000000004,102.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 18:30:00+00:00,5,4.48236190979496,101.9828897227476,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 19:00:00+00:00,5,4.000000000000002,101.93185165257812,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 19:30:00+00:00,5,3.585786437626909,101.84775906502256,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 20:00:00+00:00,5,3.2679491924311246,101.73205080756888,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 20:30:00+00:00,5,3.068148347421864,101.58670668058248,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 21:00:00+00:00,5,3.0,101.41421356237308,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 21:30:00+00:00,5,3.0681483474218627,101.21752285801745,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 22:00:00+00:00,5,3.26794919243112,101.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 22:30:00+00:00,5,3.5857864376269024,100.76536686473018,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 23:00:00+00:00,5,3.999999999999994,100.51763809020504,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-02 23:30:00+00:00,5,4.482361909794954,100.2610523844401,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 00:00:00+00:00,5,4.999999999999998,100.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 00:30:00+00:00,5,5.517638090205036,99.7389476155599,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 01:00:00+00:00,5,5.999999999999997,99.48236190979496,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 01:30:00+00:00,5,6.4142135623730905,99.23463313526982,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 02:00:00+00:00,5,6.732050807568875,99.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 02:30:00+00:00,5,6.931851652578136,98.78247714198255,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 03:00:00+00:00,5,7.0,98.58578643762692,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 03:30:00+00:00,5,6.931851652578137,98.41329331941752,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 04:00:00+00:00,5,6.73205080756888,98.26794919243112,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 04:30:00+00:00,5,6.414213562373098,98.15224093497744,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 05:00:00+00:00,5,6.000000000000007,98.06814834742188,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 05:30:00+00:00,5,5.517638090205046,98.0171102772524,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 06:00:00+00:00,5,5.000000000000002,98.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 06:30:00+00:00,5,4.482361909794964,98.0171102772524,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 07:00:00+00:00,5,4.000000000000003,98.06814834742188,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 07:30:00+00:00,5,3.58578643762691,98.15224093497744,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 08:00:00+00:00,5,3.267949192431125,98.26794919243112,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 08:30:00+00:00,5,3.0681483474218654,98.41329331941752,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 09:00:00+00:00,5,3.0,98.58578643762692,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 09:30:00+00:00,5,3.0681483474218627,98.78247714198255,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 10:00:00+00:00,5,3.26794919243112,99.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 10:30:00+00:00,5,3.5857864376269024,99.23463313526982,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 11:00:00+00:00,5,3.999999999999993,99.48236190979496,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 11:30:00+00:00,5,4.482361909794954,99.7389476155599,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 12:00:00+00:00,5,4.999999999999998,100.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 12:30:00+00:00,5,5.517638090205035,100.2610523844401,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 13:00:00+00:00,5,5.999999999999997,100.51763809020504,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 13:30:00+00:00,5,6.41421356237309,100.76536686473018,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 14:00:00+00:00,5,6.732050807568875,101.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 14:30:00+00:00,5,6.931851652578135,101.21752285801745,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 15:00:00+00:00,5,7.0,101.41421356237308,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 15:30:00+00:00,5,6.931851652578137,101.58670668058248,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 16:00:00+00:00,5,6.73205080756888,101.73205080756888,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 16:30:00+00:00,5,6.414213562373098,101.84775906502256,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 17:00:00+00:00,5,6.000000000000007,101.93185165257812,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 17:30:00+00:00,5,5.517638090205047,101.9828897227476,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 18:00:00+00:00,5,5.000000000000009,102.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 18:30:00+00:00,5,4.482361909794965,101.9828897227476,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 19:00:00+00:00,5,4.000000000000003,101.93185165257812,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 19:30:00+00:00,5,3.5857864376269104,101.84775906502256,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 20:00:00+00:00,5,3.267949192431125,101.73205080756888,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 20:30:00+00:00,5,3.068148347421866,101.58670668058248,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 21:00:00+00:00,5,3.0,101.41421356237308,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 21:30:00+00:00,5,3.068148347421861,101.21752285801745,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 22:00:00+00:00,5,3.2679491924311197,101.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 22:30:00+00:00,5,3.585786437626902,100.76536686473018,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 23:00:00+00:00,5,3.999999999999993,100.51763809020504,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-03 23:30:00+00:00,5,4.482361909794953,100.2610523844401,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 00:00:00+00:00,5,4.99999999999999,100.0,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 00:30:00+00:00,5,5.517638090205035,99.7389476155599,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 01:00:00+00:00,5,5.9999999999999964,99.48236190979496,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 01:30:00+00:00,5,6.41421356237309,99.23463313526982,1.429179202020987,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 02:00:00+00:00,5,6.732050807568875,99.0,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 02:30:00+00:00,5,6.931851652578136,98.78247714198255,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 03:00:00+00:00,5,7.0,98.58578643762692,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 03:30:00+00:00,5,6.931851652578139,98.41329331941752,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 04:00:00+00:00,5,6.732050807568881,98.26794919243112,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 04:30:00+00:00,5,6.4142135623730985,98.15224093497744,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 05:00:00+00:00,5,6.000000000000002,98.06814834742188,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 05:30:00+00:00,5,5.517638090205054,98.0171102772524,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 06:00:00+00:00,5,5.00000000000001,98.0,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 06:30:00+00:00,5,4.482361909794965,98.0171102772524,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 07:00:00+00:00,5,4.000000000000004,98.06814834742188,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 07:30:00+00:00,5,3.585786437626906,98.15224093497744,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 08:00:00+00:00,5,3.2679491924311286,98.26794919243112,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 08:30:00+00:00,5,3.068148347421866,98.41329331941752,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 09:00:00+00:00,5,3.0,98.58578643762692,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 09:30:00+00:00,5,3.0681483474218627,98.78247714198255,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 10:00:00+00:00,5,3.2679491924311157,99.0,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 10:30:00+00:00,5,3.5857864376268966,99.23463313526982,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 11:00:00+00:00,5,3.999999999999993,99.48236190979496,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 11:30:00+00:00,5,4.482361909794953,99.7389476155599,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 12:00:00+00:00,5,4.999999999999997,100.0,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 12:30:00+00:00,5,5.517638090205028,100.26105238444008,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 13:00:00+00:00,5,5.99999999999999,100.51763809020504,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 13:30:00+00:00,5,6.414213562373089,100.76536686473015,1.4291792020209866,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 14:00:00+00:00,5,6.732050807568875,101.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 14:30:00+00:00,5,6.931851652578136,101.21752285801745,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 15:00:00+00:00,5,7.0,101.41421356237308,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 15:30:00+00:00,5,6.931851652578139,101.58670668058248,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 16:00:00+00:00,5,6.732050807568881,101.73205080756888,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 16:30:00+00:00,5,6.4142135623730985,101.84775906502256,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 17:00:00+00:00,5,6.000000000000002,101.93185165257812,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 17:30:00+00:00,5,5.517638090205054,101.9828897227476,1.4291792020209861,1
